DISTRESS.1 DISTRESS.2 BLACK NBHISP GRADE SLFHLTH SLFWGHT WORKHARD GOODQUAL PHYSFIT PROUD LIKESLF ACCEPTED FEELLOVD DIET 
0.21 0.19 0 0  7 3 2 2 2 4 1 2 3 1 0
0.63 0.80 0 0  8 2 4 2 2 1 2 2 2 1 1
0.58 0.51 0 0  9 1 3 2 2 2 2 2 3 2 0
0.47 1.19 0 1  8 4 3 2 3 4 4 3 4 3 0
0.37 0.36 0 1  8 1 3 2 1 1 1 1 1 1 0
0.33 0.26 0 0  8 2 3 1 2 1 1 2 1 1 0
0.53 0.64 0 0 11 2 3 2 1 1 1 1 2 3 0
1.42 1.01 1 0 11 2 3 3 2 3 3 2 4 2 0
0.21 0.22 0 0 11 1 5 2 2 2 3 2 4 3 1
1.32 0.90 0 0 11 3 2 2 2 3 2 3 3 3 0
0.79 0.77 0 0  9 2 4 4 1 2 2 1 3 1 0
0.63 0.77 1 0  8 2 2 1 2 1 1 2 2 1 0
0.84 0.63 0 0 11 4 4 1 2 3 1 2 2 2 1
0.26 0.74 0 0  9 3 2 3 2 2 2 1 3 2 0
0.47 0.12 0 0 11 2 4 3 2 3 3 4 3 2 0
0.26 0.40 0 0  9 2 4 2 1 2 1 1 2 1 1
0.16 0.25 0 1  8 4 4 1 2 2 1 4 1 1 1
0.37 0.07 1 0  8 1 2 1 1 1 1 3 1 1 0
0.79 1.04 0 0 10 1 3 3 2 2 2 2 2 2 0
0.21 0.37 0 0  9 2 5 1 2 2 2 3 2 1 0
0.63 1.55 1 0  7 4 2 2 2 1 2 1 4 2 0
0.26 0.28 0 0  9 3 3 1 3 3 2 3 2 2 1
1.00 0.46 0 0  9 1 4 2 2 1 2 2 2 2 0
0.21 0.15 0 0 11 1 3 3 2 2 2 3 2 2 0
1.05 1.62 0 0  9 2 4 4 2 4 2 2 4 2 1
1.00 1.18 0 1  7 2 4 2 1 2 1 2 1 2 0
0.32 0.51 0 0  7 1 2 1 1 1 1 1 2 1 0
0.37 0.69 0 0 10 2 4 2 3 3 2 2 3 3 0
0.05 0.23 0 0  9 1 3 2 2 1 2 3 2 2 0
1.11 0.71 0 0  8 3 4 2 4 3 3 4 4 4 0
0.47 0.72 0 0  9 3 2 5 4 3 3 1 4 3 0
1.26 0.45 0 0 10 2 2 1 1 2 1 4 2 2 0
0.37 0.65 0 0  8 2 3 1 1 1 1 1 1 1 1
0.32 0.29 1 0 10 2 3 2 1 1 1 1 1 1 0
0.42 0.00 0 1  9 3 3 4 2 3 2 2 3 2 0
1.00 0.73 1 0  7 3 3 2 1 2 1 2 2 1 0
0.79 0.85 0 1  7 4 5 5 4 5 5 5 5 4 0
0.47 0.74 0 0 10 3 4 3 2 3 2 3 2 2 1
1.32 0.47 0 0 10 1 2 2 1 1 1 1 4 4 0
1.68 0.64 1 0  9 4 3 3 1 1 1 1 1 1 0
0.37 0.83 0 0  9 3 4 2 2 3 2 2 3 4 0
0.58 0.63 1 0  9 3 2 2 2 2 1 1 1 1 0
0.47 0.69 1 0 10 2 3 2 1 2 1 2 1 1 0
1.29 1.04 1 0  8 3 2 1 1 2 2 2 2 2 0
0.95 1.49 0 1  7 4 4 2 5 4 4 5 4 4 1
0.68 0.70 1 0  7 3 4 2 1 3 2 2 3 2 1
0.42 0.17 0 0 10 1 3 2 2 1 2 2 2 3 0
0.74 1.09 0 0 11 1 4 1 2 2 2 3 4 3 1
0.21 1.07 0 0 11 1 3 2 2 2 2 2 2 2 0
1.42 1.30 0 0 10 3 2 2 2 3 3 2 4 3 1
0.95 0.62 0 0  9 2 3 3 2 2 2 2 2 2 0
1.05 0.65 1 0  9 1 4 3 2 3 2 2 2 3 0
0.32 0.94 0 1  8 1 2 2 2 3 2 2 2 2 0
0.00 0.02 0 0  7 2 2 1 1 1 1 1 1 1 0
1.42 0.93 1 0  8 2 3 2 2 3 2 2 4 3 0
0.53 0.86 0 1  7 3 3 3 2 3 2 3 4 1 0
0.26 0.62 0 0 11 5 4 2 2 2 2 2 2 1 0
0.53 0.50 0 1  7 2 4 2 1 1 1 1 1 1 0
0.37 0.08 0 0 11 2 3 2 2 2 1 1 2 2 0
0.47 0.48 1 0  8 2 3 2 1 1 1 1 1 1 0
1.58 0.85 1 0  9 1 4 3 2 2 2 2 3 1 0
0.84 0.71 0 0 11 1 2 2 1 2 2 1 3 1 1
1.11 0.55 1 0 10 1 4 4 2 3 1 1 2 1 0
0.95 0.35 0 0  9 3 2 3 3 4 3 4 2 2 0
0.16 0.69 1 0  9 3 3 3 1 2 2 1 5 3 0
1.42 0.64 1 0  8 4 4 1 2 3 2 2 3 2 0
0.11 0.07 0 0  8 1 3 1 2 1 2 2 1 1 1
0.95 0.78 0 0 11 3 5 1 2 3 2 4 3 2 1
0.47 0.54 1 0 10 3 3 2 1 2 1 2 2 1 0
0.32 0.31 0 0  8 3 4 2 1 2 1 1 2 1 0
0.74 1.84 0 0 11 1 3 2 3 3 2 3 3 2 0
0.79 1.17 0 0 10 4 3 2 2 3 3 4 3 4 0
1.63 0.78 1 0  7 4 4 4 2 3 2 3 2 2 0
1.00 0.59 1 0 10 1 4 2 1 2 1 1 2 1 0
0.32 0.25 0 0  8 1 3 1 2 1 1 1 2 2 0
0.68 0.27 0 1 10 2 3 3 2 2 1 2 2 1 0
0.26 0.04 0 1 10 1 2 3 1 2 2 1 1 1 0
0.11 0.26 0 0 10 1 2 1 1 1 1 1 1 1 0
0.47 1.59 0 0  9 2 2 1 2 1 2 2 2 3 0
0.63 0.17 0 0  7 1 3 2 1 1 1 1 2 2 0
0.42 1.09 0 0 11 2 4 3 1 2 1 2 2 1 1
0.37 0.39 0 0  9 4 4 2 2 4 2 3 3 2 1
0.26 0.12 0 1 10 3 3 2 3 1 2 1 2 2 0
1.47 0.47 0 0 11 2 3 1 2 2 2 1 3 3 0
0.11 0.30 0 0  8 2 5 2 1 1 2 2 2 2 0
0.11 0.26 0 0  9 1 3 2 1 1 1 2 2 2 1
0.63 1.07 0 0 11 3 5 4 2 4 4 3 4 4 0
0.68 0.74 0 1 11 2 5 3 2 2 2 2 3 2 1
0.47 0.91 0 0  8 2 4 4 3 3 2 3 3 3 1
1.37 1.48 0 0  9 2 3 2 1 1 1 1 2 2 1
0.32 0.34 0 0 10 3 3 4 1 4 2 4 3 3 0
0.89 1.18 1 0 11 3 4 3 2 2 2 2 2 3 0
1.11 1.00 0 1 10 2 3 2 3 3 2 4 3 3 1
0.26 0.35 0 1  8 1 3 1 2 2 2 3 2 1 0
0.37 0.75 0 1  8 4 4 2 2 4 2 2 5 3 0
1.05 1.77 1 0 11 1 4 2 2 3 1 2 3 2 0
0.95 0.64 0 0 10 2 4 2 2 2 2 3 2 2 1
0.16 0.15 0 0  7 4 3 3 1 2 1 2 1 1 0
0.95 1.56 1 0  8 3 3 2 1 2 1 2 3 2 1
1.32 1.37 0 0 11 3 4 2 2 3 2 4 4 3 1
0.21 0.12 0 0  8 1 3 2 1 2 1 2 1 1 0
1.74 0.92 0 0  7 4 3 2 3 3 3 2 3 2 0
0.16 0.16 0 0  8 1 4 2 2 3 2 2 2 1 0
0.53 0.42 0 0 10 4 4 2 2 4 3 3 4 2 1
0.74 0.56 1 0 11 4 2 1 3 3 2 2 2 3 0
0.74 1.43 1 0  7 1 5 2 3 3 2 3 2 2 0
0.37 0.54 0 0 11 2 3 2 1 1 2 1 2 1 0
1.53 0.76 0 0  9 3 3 2 3 2 2 2 1 1 0
0.89 0.91 0 0 10 2 3 2 1 2 1 2 2 1 0
0.84 0.63 0 1  8 2 2 4 1 2 2 2 1 2 0
0.32 0.48 0 0 10 3 5 1 1 3 1 2 2 1 1
0.53 0.37 0 0  8 1 3 3 2 2 2 3 3 3 0
0.68 1.53 0 0  7 3 3 3 2 3 2 2 3 2 0
0.21 0.41 0 0  7 3 5 2 2 2 1 1 1 1 0
0.21 0.37 1 0  8 2 3 3 1 1 1 1 1 1 0
0.37 0.42 1 0  7 4 3 1 2 2 2 1 2 1 0
0.47 0.12 0 0  7 1 3 2 2 2 1 2 2 1 0
0.74 0.76 0 0 10 1 2 2 3 2 1 2 1 1 0
0.26 0.18 0 0  7 1 5 1 1 2 1 2 2 1 0
0.26 1.26 0 0  8 1 4 1 1 1 1 1 1 1 0
0.16 0.50 0 0 10 1 4 2 2 2 2 2 3 2 0
0.21 0.22 0 0  8 4 5 2 2 3 2 3 3 1 0
0.37 0.43 0 0 11 2 3 3 2 2 1 1 2 1 0
0.53 0.37 0 1  9 2 3 2 1 2 1 2 2 2 0
0.32 0.61 0 0  7 1 3 2 2 3 1 2 3 4 0
0.16 0.15 0 0  9 2 3 4 1 1 1 2 1 1 0
0.89 1.10 1 0 10 1 3 1 1 2 1 2 1 1 0
0.68 0.48 1 0  7 1 4 1 1 2 1 1 1 2 0
0.47 0.27 1 0  7 2 3 2 1 1 1 1 1 1 0
0.16 0.35 0 0  9 3 3 2 1 3 1 1 2 1 0
0.21 0.25 0 0  8 2 3 2 1 1 1 1 2 1 0
0.37 0.84 1 0 10 2 3 1 2 2 2 1 2 2 0
0.58 0.77 1 0  8 2 3 3 3 1 3 2 2 1 1
0.84 0.69 0 0  7 2 4 1 1 4 2 3 3 2 1
1.16 1.67 0 0  9 2 4 4 3 3 3 4 4 4 1
0.16 0.18 1 0 11 1 3 2 1 1 1 1 1 1 0
0.21 0.11 0 0  7 1 3 2 1 1 1 1 3 1 0
0.63 0.42 0 0 11 2 3 2 2 3 2 1 1 2 0
2.00 1.16 0 0  9 4 3 3 3 4 3 3 5 4 0
0.26 0.35 0 0  9 3 3 4 2 3 2 1 2 2 0
0.47 0.82 1 0  9 3 4 2 2 3 1 2 1 1 0
0.16 0.61 0 0  8 1 2 2 1 1 1 1 1 1 0
0.74 0.76 0 1  7 3 4 2 2 3 2 2 2 1 1
0.89 0.55 0 0 11 2 3 1 3 3 3 3 3 2 0
0.79 0.37 0 1  7 2 3 2 2 2 2 2 2 2 0
0.47 0.61 0 0 10 3 4 2 2 3 2 2 3 1 0
1.05 0.38 0 0 11 2 4 1 2 3 2 4 4 3 1
0.32 0.88 1 0  8 1 3 2 2 2 2 2 2 1 0
0.11 0.26 0 0  8 2 3 2 2 2 1 2 1 1 0
0.32 0.34 0 0  7 3 4 4 2 3 2 4 3 2 0
0.26 0.23 0 0  8 1 3 3 1 1 2 2 2 2 0
0.79 0.79 0 0 10 3 4 2 2 3 3 3 4 3 1
0.32 0.38 0 0 11 1 3 4 2 2 2 2 3 2 0
0.68 0.79 0 0  9 3 4 1 2 3 2 2 3 2 0
0.63 0.42 0 1  9 1 5 1 1 2 1 3 3 2 1
0.47 0.96 1 0  7 1 2 1 1 1 1 1 1 1 0
0.21 0.44 1 0  8 3 4 2 2 2 2 1 2 2 0
0.16 0.40 1 0  9 1 3 2 2 2 1 2 2 2 0
0.16 0.39 0 0  8 2 4 3 2 3 2 4 3 2 0
0.74 1.29 0 0  8 2 3 2 1 1 1 1 1 1 0
0.79 1.42 0 0 11 3 5 2 2 3 1 3 4 3 1
0.79 1.36 0 0 10 3 5 2 2 3 2 3 4 4 1
0.37 0.29 0 0  7 4 4 1 1 2 1 3 2 1 0
0.11 0.13 1 0 11 2 3 3 1 2 1 1 1 1 0
0.68 0.62 0 0  9 1 4 3 2 2 2 1 2 2 0
0.95 0.32 0 0  7 2 3 3 2 1 2 2 3 2 0
1.05 0.68 0 0  9 3 3 2 2 2 2 1 2 1 0
0.84 0.68 0 1 11 2 4 3 3 4 2 1 2 1 0
0.42 0.55 0 0  7 1 1 2 2 1 1 1 1 2 0
0.00 0.19 1 0  7 2 3 2 1 1 1 1 1 1 0
0.58 1.20 1 0 11 2 3 3 1 2 2 2 2 2 0
0.42 0.45 0 0  9 4 2 2 1 2 1 1 1 1 0
0.42 1.06 0 0  7 3 4 2 2 2 2 3 2 2 1
0.32 0.49 0 0  7 2 2 2 2 1 2 2 1 1 0
1.21 0.54 0 0 10 3 3 2 2 2 2 1 1 1 0
0.16 0.50 0 0 10 2 3 2 1 2 2 2 2 2 0
0.53 0.00 1 0  7 4 4 1 1 2 1 1 1 1 0
1.11 1.11 1 0 11 2 3 1 1 2 1 2 2 2 0
0.63 0.32 0 1 10 3 3 4 2 3 2 2 3 3 0
0.32 0.73 0 0  9 4 3 3 2 3 2 2 4 2 0
0.63 0.23 0 0  7 1 3 1 1 1 1 1 1 1 0
1.05 1.82 1 0 10 1 1 2 2 2 2 4 4 3 0
0.21 0.37 1 0  9 3 3 1 1 2 1 1 1 1 0
0.53 1.03 0 0  9 3 3 4 2 3 2 4 3 2 0
0.00 0.10 0 0 11 1 3 1 1 1 1 1 1 1 0
0.16 0.19 1 0 11 1 3 2 1 1 1 1 1 1 1
0.58 0.67 0 0  7 3 3 2 2 2 1 1 3 1 0
0.26 0.24 0 0  7 2 3 2 2 1 2 2 1 1 0
1.11 1.26 0 1  9 3 4 3 3 2 3 4 2 3 1
0.00 0.07 1 0  7 1 4 2 1 1 1 1 1 1 0
0.21 0.08 0 0  7 2 3 2 1 2 1 2 2 1 0
0.74 0.88 0 0  7 3 4 2 2 3 2 2 5 2 0
1.11 0.57 1 0 11 2 4 4 1 3 1 2 1 1 0
1.68 1.97 1 0 11 1 2 2 2 2 1 1 2 2 0
1.53 1.39 0 0 11 4 4 1 3 3 4 4 4 4 1
0.74 0.43 0 0 11 3 3 2 2 3 2 3 1 2 0
0.68 1.08 0 0  8 2 3 2 2 2 2 1 2 1 1
0.68 1.16 1 0  7 2 2 2 2 2 2 2 1 1 0
1.74 1.57 0 0 10 4 4 1 2 4 3 4 4 4 0
1.37 1.71 0 0 10 2 4 3 3 2 3 3 3 3 0
1.11 0.26 1 0  7 2 4 1 1 3 2 3 2 2 0
0.68 0.44 0 0 11 2 3 2 1 2 2 2 2 2 0
0.16 1.31 0 1  8 4 3 2 2 2 2 2 2 2 0
0.53 1.69 1 0 11 2 4 3 1 2 1 1 2 2 1
1.26 2.13 0 1  7 1 4 1 1 2 1 2 2 2 1
0.68 0.73 0 1  7 4 3 2 2 3 2 2 2 1 0
0.32 0.25 0 0  9 3 4 2 1 3 2 2 1 1 1
0.32 0.26 0 0  9 3 2 3 1 3 1 2 4 2 0
0.11 0.32 0 0  8 2 3 2 1 2 1 2 1 1 0
1.26 1.30 1 0  7 1 4 2 1 1 1 1 3 2 0
0.74 0.57 0 0 10 2 2 2 2 2 2 2 2 2 0
0.05 1.07 1 0  7 3 3 4 4 3 3 3 2 4 1
1.05 1.74 0 0  9 3 4 3 3 3 2 2 2 2 1
0.26 1.31 1 0  7 1 4 2 1 2 1 4 2 1 1
0.42 0.47 0 0  9 1 3 2 2 1 2 2 2 2 0
0.37 0.31 1 0  9 3 4 2 1 3 1 2 2 1 1
0.68 0.66 0 0  9 4 3 5 3 3 3 3 4 2 0
0.05 0.08 0 0 11 1 3 1 1 1 1 1 1 1 0
0.32 0.42 0 0  9 1 4 2 2 3 2 2 4 2 1
0.11 0.36 1 0  9 3 3 2 1 2 1 1 1 1 0
0.58 0.05 0 0  7 3 3 2 2 2 1 1 1 1 0
1.26 1.74 1 0 10 2 3 2 1 2 2 4 1 2 0
0.21 0.57 1 0  7 2 3 2 2 2 2 3 3 1 0
0.37 0.77 0 0  8 2 2 2 2 2 2 2 4 3 0
0.74 0.72 1 0  8 2 3 2 1 1 1 1 1 1 0
0.32 0.28 0 0  9 1 3 2 1 2 2 3 2 2 0
0.11 0.22 0 0  8 1 4 2 2 1 2 1 2 1 0
1.00 1.03 0 0 11 4 4 2 2 3 2 2 2 2 1
0.68 1.30 0 1  7 2 3 2 2 2 1 1 1 1 0
0.26 0.29 1 0  7 3 3 2 2 3 1 1 2 2 0
0.11 1.15 0 0  9 1 3 2 1 2 1 2 1 1 0
0.89 1.03 1 0  7 3 2 2 3 2 2 1 2 1 0
0.26 0.43 0 0  8 2 4 4 2 3 3 4 3 1 0
1.26 1.35 0 1 11 3 4 3 3 3 2 2 4 2 0
0.79 0.85 1 0  9 3 4 1 2 3 2 3 3 2 0
0.21 0.21 0 1 11 1 4 2 1 1 1 1 2 2 0
0.42 0.14 0 0  7 2 3 2 1 2 1 1 2 1 0
0.47 0.40 0 0  9 1 3 1 3 2 2 1 2 2 0
0.21 0.41 0 0 11 2 1 2 2 2 2 1 2 2 0
0.89 0.93 0 0 11 3 4 2 2 2 2 2 2 2 0
0.37 0.18 0 0 11 3 2 2 1 2 1 2 2 2 0
0.67 0.13 0 0  9 1 3 1 1 2 1 1 2 2 0
0.37 0.50 0 0  9 1 3 2 3 1 2 2 2 2 0
1.32 0.68 1 0  9 1 3 2 3 1 2 2 2 2 0
0.26 0.28 0 0  7 2 4 3 2 2 2 3 3 2 1
0.89 0.98 0 0 11 1 3 4 2 2 2 1 3 1 0
0.26 0.22 0 0  7 2 3 2 1 1 1 1 2 2 0
0.21 0.18 1 0  9 3 4 1 1 2 1 1 1 1 0
0.63 0.80 1 0 10 1 3 2 2 1 1 2 1 1 0
1.37 1.50 0 0  8 3 4 2 4 4 5 5 5 5 0
0.95 1.54 0 1  9 4 5 1 2 3 2 4 3 2 1
0.53 0.06 0 0 11 2 3 2 2 3 3 2 2 1 0
0.32 0.30 0 0 11 2 4 1 2 3 2 2 4 2 0
1.47 1.50 0 0 10 2 3 3 3 2 2 2 2 2 1
1.63 1.85 1 0 10 2 3 3 2 2 1 2 2 2 1
0.05 0.02 0 0 11 1 3 2 2 1 1 1 2 1 0
0.84 0.70 0 0 11 2 5 2 1 1 1 2 2 1 0
0.58 0.69 0 1 11 3 4 2 2 3 2 3 2 1 1
0.05 0.26 0 0 11 4 3 2 1 2 1 1 2 1 1
0.68 0.57 1 0 10 3 4 2 1 4 1 2 3 2 0
1.05 0.75 0 0 11 2 4 1 2 3 2 3 4 3 1
0.40 0.35 1 0 10 1 5 2 1 1 1 2 3 1 1
1.21 1.41 0 0 10 3 4 2 2 3 3 3 4 2 0
1.64 1.49 0 0 11 3 4 2 2 3 2 4 4 4 0
1.47 1.28 1 0 10 3 4 5 2 2 1 2 4 1 0
0.74 0.90 0 0 10 3 3 2 4 3 4 4 5 4 1
0.37 0.13 0 0 10 2 4 2 1 2 1 1 1 1 0
0.26 0.06 1 0 10 1 3 1 2 1 2 2 1 2 0
0.84 0.66 0 0 11 2 3 3 2 3 1 2 2 1 1
0.16 0.05 0 0  9 4 3 3 2 3 2 2 2 1 0
0.21 0.34 1 0 10 2 2 3 1 1 1 1 1 2 0
0.68 0.71 1 0  7 2 4 1 1 2 1 1 1 1 0
0.63 0.71 0 0  8 1 3 2 2 2 2 2 3 2 1
0.16 0.09 0 1 11 2 4 2 1 1 1 2 2 2 0
0.53 0.31 0 0 10 1 3 2 2 2 1 2 3 1 0
1.16 0.67 0 0  9 3 3 2 1 1 1 1 1 1 0
0.42 0.32 0 0 10 1 4 2 2 3 2 1 3 2 0
0.11 0.07 0 0  7 3 4 2 1 3 1 2 1 1 0
0.11 0.22 1 0  9 3 2 2 1 1 1 1 2 1 0
0.53 0.56 0 0 11 3 3 1 2 3 2 3 2 1 0
1.21 0.35 0 0 10 1 3 2 1 2 2 2 2 3 0
0.63 0.32 0 0  7 4 3 1 1 2 2 3 2 3 0
0.47 0.83 1 0  9 2 2 2 2 2 1 1 4 1 0
0.84 0.30 0 1 10 1 2 2 2 2 2 2 1 2 0
0.95 0.38 0 0  9 4 4 4 2 4 2 3 2 2 1
0.95 0.16 1 0  9 4 4 2 1 3 1 1 2 1 1
0.47 0.89 0 0 10 2 4 2 2 3 2 4 3 2 1
0.11 0.36 0 0 10 2 3 2 1 2 1 2 1 2 0
0.47 0.72 0 0 11 2 4 1 2 2 1 1 3 3 0
0.68 0.45 0 0 10 3 4 2 2 3 2 4 2 2 1
0.58 0.79 0 0  9 2 4 2 2 2 2 2 2 1 1
0.79 1.40 0 0  9 2 3 2 3 3 3 4 4 3 0
0.89 1.78 0 1  9 4 3 3 3 3 3 4 3 4 0
0.89 0.52 1 0 10 3 4 2 2 2 1 2 2 2 0
0.68 0.54 0 0 11 2 3 2 1 2 1 1 1 2 1
0.21 0.20 0 0  7 1 4 2 2 2 2 4 2 2 1
0.89 0.73 1 0 11 2 3 3 2 2 2 2 2 1 0
0.32 0.34 0 0 10 3 3 2 1 2 1 3 1 2 0
0.05 0.09 0 0 11 1 5 1 2 2 1 2 2 1 1
0.47 1.13 1 0 10 2 3 2 1 2 1 2 2 1 0
0.79 1.51 0 0 10 2 3 3 2 3 2 2 1 1 1
0.37 1.02 0 0  9 2 4 2 1 2 3 2 2 2 0
1.11 0.69 0 0 11 3 4 3 2 4 2 4 3 1 0
0.84 1.16 0 0  9 3 4 4 2 2 2 3 3 1 0
0.47 0.43 0 0  9 2 3 2 1 1 1 2 1 1 0
0.16 0.09 0 0  8 3 2 2 2 3 1 2 2 1 0
1.16 0.16 0 0  9 2 3 2 3 1 2 2 3 1 0
0.58 0.33 0 0  9 2 5 2 2 2 2 4 2 2 1
1.42 0.91 0 0  7 3 3 3 2 4 2 2 1 2 1
0.47 1.33 1 0 10 2 3 1 1 1 1 1 3 2 0
1.21 1.73 0 1 11 3 4 3 2 2 2 3 3 4 0
0.16 0.25 0 0  7 2 3 2 2 2 1 1 2 1 0
0.53 0.48 0 1  8 1 2 2 2 2 1 2 2 1 0
1.00 0.99 0 0  7 3 5 2 3 3 2 2 3 3 0
0.21 0.32 1 0 10 1 4 1 1 3 1 2 1 1 1
0.63 0.99 0 0 10 3 3 1 2 1 2 3 2 2 1
0.89 1.27 0 0  8 4 4 4 4 4 3 4 4 3 1
0.37 0.44 0 1 11 3 5 2 3 3 2 2 1 2 0
0.89 0.73 1 0  7 2 4 2 1 2 1 1 1 1 0
0.89 0.71 0 0 11 2 2 3 1 2 1 1 1 1 0
0.16 0.00 1 0 11 1 1 2 1 1 1 1 1 2 0
0.58 0.89 0 0 10 2 3 2 2 2 2 1 2 3 0
0.47 0.74 0 0  8 1 3 2 2 2 2 1 2 1 0
0.89 0.37 0 0  9 2 3 1 1 2 2 1 3 2 0
0.68 0.56 0 0  9 3 4 1 2 3 1 2 2 1 0
0.63 0.01 0 1  9 1 3 1 1 3 1 1 3 1 0
0.32 0.21 0 0 11 1 1 3 2 1 2 2 1 1 0
0.21 0.58 1 0 10 2 3 2 3 3 3 3 3 3 0
0.58 0.89 1 0  9 3 3 4 3 3 3 1 3 3 0
0.05 0.36 0 0  9 1 5 4 1 3 2 4 2 1 1
0.89 0.83 1 0  9 2 2 2 2 1 2 3 1 2 0
0.21 0.21 1 0 11 1 3 1 2 2 1 2 2 2 0
0.53 0.99 0 0 10 2 3 2 2 3 3 4 4 3 0
0.58 0.41 1 0  9 3 3 4 1 2 2 1 2 2 1
0.00 0.04 0 0 10 1 3 1 2 1 1 1 1 1 0
1.11 1.13 1 0 10 2 4 1 2 2 1 4 2 2 0
1.11 0.98 1 0  8 1 3 2 1 2 1 1 1 1 0
0.95 1.03 0 1  9 1 4 1 2 2 2 2 2 3 1
0.58 1.15 1 0 10 1 5 1 1 2 1 2 1 1 1
0.11 0.17 0 0 11 1 3 2 1 1 1 2 1 1 0
2.16 1.39 0 0  8 2 5 3 4 4 3 2 4 2 1
0.84 0.44 0 0  9 2 3 1 1 2 2 2 2 2 0
1.11 0.55 0 0 10 1 5 1 2 1 2 2 3 2 0
0.32 0.35 0 1 10 2 3 2 2 2 2 3 2 2 1
0.68 0.80 0 0 10 2 2 1 2 1 1 1 1 1 0
0.32 0.36 0 0  9 1 3 2 1 2 1 1 1 2 0
0.16 0.28 0 0 10 3 3 2 2 1 2 4 1 1 0
1.21 1.85 0 1  9 3 5 3 3 4 3 4 5 4 1
0.84 0.69 0 0 11 3 1 3 2 4 2 2 4 2 0
0.68 0.69 0 0  9 2 4 3 2 3 4 4 4 4 0
0.26 0.17 0 0 11 2 3 2 3 3 3 3 3 2 0
1.05 0.77 0 0 11 2 3 3 2 2 1 1 1 1 0
0.21 0.75 0 0 11 1 3 1 2 1 2 2 4 4 0
0.21 0.41 1 0 10 1 2 3 1 1 2 1 1 1 0
0.89 0.85 0 0 11 2 3 2 2 2 2 2 2 2 0
0.00 0.05 0 1  9 1 3 2 1 1 1 1 1 1 0
0.42 0.00 0 0  7 2 4 2 2 2 1 2 2 1 1
0.21 0.13 1 0 11 1 3 2 1 1 1 1 1 1 0
0.68 0.23 1 0 10 4 3 2 2 3 2 2 2 1 1
0.37 0.31 0 0  7 2 3 2 1 2 1 4 1 1 0
0.74 1.37 0 0 10 2 4 2 2 4 2 2 2 2 1
0.89 1.56 0 0 10 4 3 2 1 4 2 2 2 2 0
0.11 0.15 0 0 10 1 2 2 1 1 1 1 2 3 0
0.32 0.26 0 0  8 3 3 2 2 2 2 2 2 1 0
0.42 0.43 0 0  7 2 4 1 1 1 1 1 1 1 1
2.16 1.99 1 0 10 2 3 2 1 2 2 2 2 2 1
0.26 0.21 0 1  7 1 4 1 2 1 2 2 2 2 0
0.79 0.34 0 1 10 1 3 1 1 2 1 1 2 1 0
0.63 1.32 0 0 11 2 4 2 3 3 3 4 3 3 0
0.16 0.37 1 0  9 2 2 4 2 2 2 1 2 1 0
0.68 0.90 0 1 11 3 4 4 3 3 3 4 3 3 1
0.32 0.33 0 0 10 2 3 2 1 2 1 1 2 2 0
0.74 0.94 0 0  9 3 4 1 3 4 3 4 4 4 0
0.42 0.62 0 0  9 1 3 2 2 1 2 1 2 2 0
0.47 0.97 0 0 11 2 3 1 2 3 2 2 2 2 0
0.37 0.41 1 0 10 2 3 2 2 1 2 2 1 2 0
0.21 0.17 0 0 10 1 1 3 1 1 2 3 2 4 0
0.21 0.20 0 1 10 2 4 2 2 2 2 2 2 2 0
1.53 1.01 1 0  7 2 2 2 2 2 2 2 2 2 0
0.79 0.67 0 1 10 3 4 1 1 2 1 2 2 1 1
0.32 0.90 0 0  8 3 5 2 2 2 2 2 5 4 0
0.42 0.53 0 0  7 3 2 3 2 2 2 1 4 2 0
0.37 0.10 0 0 11 2 2 2 1 2 2 2 1 2 0
0.89 1.22 1 0 10 3 3 1 1 2 1 1 1 1 0
0.68 0.94 0 0 10 1 3 2 2 2 2 2 3 1 0
1.11 0.96 1 0 10 3 3 3 2 1 1 2 2 2 0
0.63 0.78 1 0  8 2 4 2 2 2 2 1 2 2 0
0.42 0.18 1 0  8 3 3 2 3 2 2 3 2 1 0
0.21 1.46 1 0 10 3 5 2 2 3 2 2 3 2 0
0.79 0.81 0 0  8 2 3 1 1 2 1 1 2 2 0
1.21 1.23 0 0  8 4 4 4 4 4 4 5 2 4 1
0.74 0.76 0 0 11 1 4 1 2 2 2 3 2 2 1
0.84 1.01 1 0  8 1 3 1 2 2 1 1 2 1 0
1.21 0.74 0 0 10 2 4 2 3 2 2 2 4 3 0
0.53 0.49 0 0  7 1 2 1 1 1 1 1 2 1 0
1.26 0.37 0 0  9 2 4 3 2 2 2 2 3 2 0
0.47 0.34 0 0  9 2 4 2 1 2 1 2 1 1 1
1.58 1.48 0 0  7 2 4 3 1 3 2 2 2 2 0
0.42 0.93 1 0 11 4 5 3 1 4 1 2 1 1 0
0.95 1.02 0 0  8 2 4 4 2 3 2 3 2 2 1
0.11 0.11 0 1 11 1 3 2 1 1 2 1 1 1 1
0.26 0.19 0 0  8 2 3 1 1 1 1 1 1 1 0
0.95 0.80 0 0 10 3 3 2 3 4 2 3 4 2 0
0.32 0.26 0 0  8 3 4 3 2 3 2 3 2 2 1
0.79 0.32 0 1 10 2 3 2 2 2 2 2 3 3 0
0.16 0.21 0 0  7 3 3 3 2 2 2 1 3 3 0
0.11 0.28 0 0  9 1 4 3 1 1 1 1 1 2 0
0.11 0.42 0 0 10 3 4 2 3 3 2 2 2 2 0
0.47 0.75 0 0  9 2 3 1 2 2 2 2 2 1 0
